Date,Abap,Ada,C/C++,C#,Cobol,Dart,Delphi/Pascal,Go,Groovy,Haskell,Java,JavaScript,Julia,Kotlin,Lua,Matlab,Objective-C,Perl,PHP,Powershell,Python,R,Ruby,Rust,Scala,Swift,TypeScript,VBA,Visual Basic
March 2011,0.59,0.25,12.509999999999998,6.460000000000001,0.42,0.02,1.1400000000000001,0.03,0.3,0.37,28.09,6.94,0,0,0.48,3.4299999999999997,1.48,2.56,16.189999999999998,0.64,6.909999999999999,1.29,2.55,0.06999999999999999,0.29,0,0.02,2.07,4.93
April 2011,0.59,0.22,12.509999999999998,6.45,0.41000000000000003,0.02,1.15,0.01,0.33999999999999997,0.38,28.18,7.07,0,0,0.44999999999999996,3.3300000000000005,1.6099999999999999,2.5700000000000003,16.27,0.5599999999999999,6.84,1.29,2.4899999999999998,0.05,0.27,0,0.02,2,4.9399999999999995
May 2011,0.65,0.22,12.5,6.329999999999999,0.42,0.03,1.18,0.01,0.37,0.37,28.16,7.13,0,0,0.44,3.15,1.76,2.44,16.41,0.58,6.909999999999999,1.31,2.4699999999999998,0.04,0.3,0,0.03,1.91,4.91
June 2011,0.64,0.21,12.47,6.2700000000000005,0.38,0.05,1.16,0.02,0.37,0.32,28.24,7.17,0,0,0.42,3.09,1.78,2.46,16.54,0.5599999999999999,6.890000000000001,1.3,2.5700000000000003,0.03,0.27999999999999997,0,0.03,1.92,4.8
July 2011,0.66,0.16999999999999998,12.479999999999999,6.3,0.38999999999999996,0.06,1.16,0.02,0.35000000000000003,0.27,28.189999999999998,7.049999999999999,0,0.02,0.44999999999999996,3.1300000000000003,1.96,2.42,16.520000000000003,0.5499999999999999,6.9,1.31,2.58,0.02,0.27999999999999997,0,0.03,1.94,4.79
August 2011,0.69,0.18,12.41,6.22,0.41000000000000003,0.06,1.18,0.02,0.38,0.27,28.16,7.03,0,0.02,0.47000000000000003,3.01,2.07,2.46,16.33,0.58,6.890000000000001,1.35,2.6599999999999997,0.03,0.27999999999999997,0,0.02,2.04,4.79
September 2011,0.7000000000000001,0.18,12.620000000000001,6.069999999999999,0.4,0.06,1.0999999999999999,0.03,0.38999999999999996,0.26,28.23,7.04,0,0.03,0.5,2.8400000000000003,2.22,2.48,16.29,0.6,6.98,1.37,2.5700000000000003,0.04,0.29,0,0.02,2.02,4.6899999999999995
October 2011,0.72,0.19,12.889999999999999,5.94,0.38999999999999996,0.06,1.06,0.03,0.33,0.25,28.12,7.08,0,0.03,0.5,2.85,2.27,2.4,16.150000000000002,0.64,7.199999999999999,1.39,2.5700000000000003,0.05,0.33,0,0.02,1.9900000000000002,4.54
November 2011,0.6799999999999999,0.19,12.709999999999999,5.9799999999999995,0.37,0.09,0.9900000000000001,0.04,0.32,0.25,27.79,7.090000000000001,0,0.03,0.5,2.91,2.68,2.44,15.939999999999998,0.64,7.37,1.4200000000000002,2.6,0.06999999999999999,0.33999999999999997,0,0.02,2.11,4.41
December 2011,0.7100000000000001,0.22,12.370000000000001,6.13,0.37,0.06999999999999999,0.9900000000000001,0.03,0.33,0.25,27.779999999999998,7.19,0,0.03,0.5,2.9499999999999997,2.97,2.3,15.75,0.64,7.68,1.43,2.44,0.06999999999999999,0.35000000000000003,0,0.02,2.1399999999999997,4.29
January 2012,0.72,0.22999999999999998,11.940000000000001,6.4,0.37,0.08,0.96,0.03,0.37,0.27,27.6,7.23,0,0.02,0.49,2.9899999999999998,3.38,2.29,15.6,0.63,7.7700000000000005,1.44,2.42,0.06999999999999999,0.38,0,0.03,2.16,4.15
February 2012,0.72,0.22,11.39,6.77,0.36,0.09,0.95,0.03,0.37,0.27999999999999997,27.33,7.22,0.02,0.02,0.49,3.0700000000000003,3.6900000000000004,2.29,15.540000000000001,0.69,7.82,1.49,2.44,0.06999999999999999,0.38,0,0.03,2.21,4.01
March 2012,0.72,0.22,10.6,7.28,0.38999999999999996,0.12,0.9400000000000001,0.03,0.33999999999999997,0.26,27.400000000000002,7.1499999999999995,0.04,0.01,0.44999999999999996,3.16,3.85,2.22,15.329999999999998,0.77,7.969999999999999,1.52,2.5100000000000002,0.06999999999999999,0.37,0,0.02,2.27,4.02
April 2012,0.74,0.22,9.65,7.779999999999999,0.41000000000000003,0.13999999999999999,0.96,0.02,0.33999999999999997,0.27999999999999997,27.200000000000003,7.1,0.06999999999999999,0.01,0.49,3.2399999999999998,4.22,2.22,15.06,0.88,8,1.5599999999999998,2.59,0.08,0.38999999999999996,0,0.02,2.37,3.9600000000000004
May 2012,0.75,0.24,9.21,8.08,0.38,0.13999999999999999,0.9900000000000001,0.02,0.35000000000000003,0.32,27.38,6.99,0.09,0.02,0.54,3.25,4.16,2.23,15.07,0.9299999999999999,8.02,1.5699999999999998,2.62,0.08,0.37,0,0.01,2.34,3.8600000000000003
June 2012,0.72,0.2,9.04,8.38,0.38999999999999996,0.16,0.96,0.02,0.35000000000000003,0.3,27.150000000000002,6.92,0.1,0.02,0.58,3.2099999999999995,4.36,2.21,15.15,0.9299999999999999,7.99,1.5699999999999998,2.68,0.06999999999999999,0.36,0,0.01,2.32,3.8600000000000003
July 2012,0.73,0.22,8.77,8.61,0.38,0.15,0.9900000000000001,0.02,0.36,0.3,27.139999999999997,6.83,0.12,0.01,0.62,3.15,4.36,2.19,15,1.02,8.02,1.68,2.73,0.06999999999999999,0.38,0,0,2.32,3.82
August 2012,0.76,0.24,8.61,8.89,0.35000000000000003,0.13999999999999999,0.97,0.03,0.35000000000000003,0.3,27.01,6.92,0.11,0.02,0.65,3.1,4.47,2.13,14.760000000000002,1.04,8.129999999999999,1.72,2.7199999999999998,0.06,0.38999999999999996,0,0,2.2800000000000002,3.85
September 2012,0.75,0.27,8.6,9.09,0.33999999999999997,0.15,0.9900000000000001,0.04,0.38,0.32,26.840000000000003,6.94,0.11,0.02,0.72,3.04,4.590000000000001,2.13,14.64,1.01,8.14,1.7500000000000002,2.73,0.06,0.38999999999999996,0,0,2.21,3.7600000000000002
October 2012,0.7000000000000001,0.26,8.68,9.22,0.31,0.13,0.95,0.06,0.38,0.32,26.840000000000003,6.97,0.1,0.04,0.7100000000000001,2.97,4.7,2.09,14.81,0.9199999999999999,8.19,1.76,2.6599999999999997,0.05,0.38999999999999996,0,0,2.0500000000000003,3.74
November 2012,0.7000000000000001,0.24,8.75,9.34,0.32,0.1,0.8999999999999999,0.06999999999999999,0.38999999999999996,0.32,26.61,7.049999999999999,0.08,0.03,0.7100000000000001,2.98,4.8500000000000005,2.04,14.610000000000001,0.8699999999999999,8.27,1.81,2.74,0.04,0.44999999999999996,0,0,2.0500000000000003,3.6900000000000004
December 2012,0.67,0.26,8.61,9.5,0.3,0.1,0.8500000000000001,0.06999999999999999,0.37,0.33,26.640000000000004,7.04,0.1,0.04,0.6799999999999999,3.04,4.87,2.09,14.39,0.88,8.38,1.8599999999999999,2.74,0.04,0.45999999999999996,0,0,2.0500000000000003,3.65
January 2013,0.66,0.27999999999999997,8.66,9.45,0.29,0.1,0.86,0.06999999999999999,0.33999999999999997,0.35000000000000003,26.46,7.08,0.1,0.04,0.72,3.0700000000000003,5.0200000000000005,2.06,14.24,0.8500000000000001,8.540000000000001,1.87,2.78,0.05,0.44999999999999996,0,0,1.94,3.6700000000000004
February 2013,0.6,0.27999999999999997,8.61,9.48,0.31,0.08,0.8099999999999999,0.08,0.33999999999999997,0.33,26.68,7.02,0.1,0.03,0.72,3.05,5.13,1.9900000000000002,14.27,0.7799999999999999,8.790000000000001,1.87,2.74,0.06,0.42,0,0.01,1.81,3.62
March 2013,0.62,0.26,8.450000000000001,9.46,0.33,0.08,0.83,0.06999999999999999,0.37,0.31,26.56,7.06,0.09,0.03,0.7000000000000001,3.1,5.36,1.91,14.26,0.74,8.93,1.8800000000000001,2.7,0.06,0.48,0,0.01,1.81,3.5700000000000003
April 2013,0.61,0.25,8.33,9.48,0.33,0.06999999999999999,0.7799999999999999,0.05,0.38,0.31,26.479999999999997,7.17,0.11,0.02,0.67,3.19,5.38,1.9,14.09,0.73,9.120000000000001,1.96,2.7199999999999998,0.08,0.49,0,0.03,1.82,3.46
May 2013,0.61,0.26,8.14,9.69,0.36,0.08,0.76,0.06,0.37,0.27,26.3,7.3,0.13,0.03,0.69,3.19,5.37,1.9,14.180000000000001,0.73,9.31,1.96,2.67,0.08,0.44999999999999996,0,0.04,1.73,3.36
June 2013,0.62,0.25,8.07,9.74,0.38,0.08,0.76,0.08,0.4,0.27999999999999997,26.21,7.489999999999999,0.12,0.02,0.69,3.1399999999999997,5.33,1.82,14.21,0.67,9.48,1.9800000000000002,2.7,0.09,0.48,0,0.04,1.6199999999999999,3.2300000000000004
July 2013,0.59,0.22,7.9,9.94,0.37,0.09,0.69,0.08,0.42,0.25,26.36,7.57,0.12,0.03,0.66,3.11,5.29,1.81,14.21,0.64,9.64,1.94,2.65,0.1,0.5,0,0.06,1.6099999999999999,3.17
August 2013,0.62,0.22,7.88,9.92,0.35000000000000003,0.09,0.72,0.06999999999999999,0.4,0.25,26.25,7.7299999999999995,0.13,0.03,0.62,3.1300000000000003,5.33,1.8599999999999999,14.02,0.65,9.62,1.9900000000000002,2.74,0.09,0.53,0,0.05,1.63,3.08
September 2013,0.61,0.21,7.9,9.87,0.33,0.1,0.7000000000000001,0.09,0.37,0.27999999999999997,26.27,7.720000000000001,0.13999999999999999,0.03,0.65,3.08,5.33,1.8499999999999999,13.900000000000002,0.6799999999999999,9.790000000000001,2.0500000000000003,2.77,0.08,0.52,0,0.06999999999999999,1.6099999999999999,3.02
October 2013,0.61,0.21,7.85,9.87,0.32,0.1,0.7100000000000001,0.08,0.36,0.27,26.08,7.57,0.12,0.02,0.65,3,5.86,1.8399999999999999,13.77,0.67,9.81,2.08,2.85,0.06999999999999999,0.51,0,0.05,1.6099999999999999,3.04
November 2013,0.59,0.2,8.03,9.76,0.3,0.1,0.65,0.08,0.35000000000000003,0.26,26.450000000000003,7.46,0.11,0.02,0.59,2.9899999999999998,6.12,1.79,13.55,0.67,9.86,2.08,2.74,0.06999999999999999,0.51,0,0.05,1.5599999999999998,3.0700000000000003
December 2013,0.6,0.2,8.08,9.75,0.3,0.1,0.65,0.06999999999999999,0.38,0.27,26.38,7.32,0.13999999999999999,0.01,0.58,3,6.35,1.76,13.320000000000002,0.7100000000000001,9.790000000000001,2.12,2.68,0.06999999999999999,0.5599999999999999,0,0.05,1.6400000000000001,3.1199999999999997
January 2014,0.59,0.22,8.12,9.700000000000001,0.33,0.12,0.6799999999999999,0.08,0.38999999999999996,0.27999999999999997,26.179999999999996,7.340000000000001,0.15,0.01,0.5599999999999999,3.0300000000000002,6.49,1.71,13.139999999999999,0.72,9.92,2.17,2.7,0.09,0.5700000000000001,0,0.05,1.66,3.02
February 2014,0.6,0.22,8.129999999999999,9.6,0.36,0.16,0.69,0.1,0.42,0.35000000000000003,26.08,7.340000000000001,0.18,0.01,0.61,3.05,6.619999999999999,1.5,13.01,0.73,9.959999999999999,2.17,2.59,0.16,0.61,0.06,0.09,1.68,2.91
March 2014,0.5599999999999999,0.22,8.1,9.62,0.36,0.13999999999999999,0.6799999999999999,0.1,0.44,0.33,25.82,7.580000000000001,0.16999999999999998,0.01,0.5700000000000001,3.1199999999999997,6.88,1.35,12.91,0.7100000000000001,9.9,2.1999999999999997,2.59,0.22,0.62,0.12,0.06999999999999999,1.69,2.94
April 2014,0.5499999999999999,0.22999999999999998,8.08,9.66,0.36,0.15,0.6799999999999999,0.11,0.44,0.35000000000000003,26.13,7.670000000000001,0.16999999999999998,0.01,0.58,3.0700000000000003,6.5,1.18,12.950000000000001,0.72,10.02,2.18,2.53,0.25,0.62,0.18,0.09,1.69,2.8400000000000003
May 2014,0.6,0.26,7.95,9.67,0.38,0.18,0.74,0.16,0.47000000000000003,0.38999999999999996,25.82,7.76,0.2,0.01,0.64,3.02,6.4399999999999995,1.02,12.920000000000002,0.73,10.07,2.1999999999999997,2.6,0.27999999999999997,0.67,0.25,0.11,1.7000000000000002,2.77
June 2014,0.59,0.29,7.88,9.68,0.36,0.19,0.72,0.16999999999999998,0.44,0.38999999999999996,25.919999999999998,7.7700000000000005,0.18,0.01,0.63,2.97,6.39,0.88,12.950000000000001,0.74,10.2,2.2800000000000002,2.59,0.33,0.67,0.31,0.11,1.66,2.7
July 2014,0.6,0.29,7.829999999999999,9.65,0.35000000000000003,0.16999999999999998,0.7000000000000001,0.18,0.43,0.38,25.979999999999997,7.75,0.18,0,0.64,2.93,6.370000000000001,0.8699999999999999,12.85,0.74,10.09,2.2800000000000002,2.6100000000000003,0.31,0.66,0.6799999999999999,0.12,1.66,2.67
August 2014,0.58,0.3,7.79,9.59,0.32,0.15,0.66,0.16,0.43,0.33999999999999997,26.179999999999996,7.6,0.16999999999999998,0,0.61,2.88,6.29,0.9900000000000001,12.86,0.75,10.2,2.2800000000000002,2.63,0.27999999999999997,0.65,0.96,0.11,1.6400000000000001,2.6
September 2014,0.59,0.33999999999999997,7.829999999999999,9.56,0.33,0.18,0.65,0.2,0.44999999999999996,0.35000000000000003,26.07,7.489999999999999,0.2,0,0.61,2.8000000000000003,6.140000000000001,1.11,12.73,0.77,10.17,2.37,2.64,0.22999999999999998,0.66,1.23,0.13,1.6099999999999999,2.53
October 2014,0.59,0.33999999999999997,7.9399999999999995,9.55,0.3,0.19,0.63,0.21,0.44,0.33,25.88,7.41,0.21,0,0.58,2.85,6.21,1.23,12.49,0.7799999999999999,10.33,2.39,2.58,0.2,0.67,1.54,0.13999999999999999,1.54,2.45
November 2014,0.54,0.33,8,9.47,0.29,0.16999999999999998,0.5700000000000001,0.19,0.42,0.3,25.89,7.32,0.2,0,0.52,2.9000000000000004,6.3,1.29,12.27,0.8,10.45,2.4699999999999998,2.5100000000000002,0.16999999999999998,0.65,1.8900000000000001,0.13,1.54,2.39
December 2014,0.5499999999999999,0.35000000000000003,7.99,9.24,0.33,0.16,0.59,0.21,0.44,0.31,25.66,7.290000000000001,0.2,0,0.52,2.9499999999999997,6.279999999999999,1.43,11.98,0.8099999999999999,10.48,2.48,2.54,0.15,0.6799999999999999,2.3,0.13,1.52,2.4299999999999997
January 2015,0.5599999999999999,0.36,8.02,9.15,0.31,0.16999999999999998,0.5599999999999999,0.21,0.45999999999999996,0.33999999999999997,25.55,7.3,0.21,0,0.51,3.02,6.2,1.39,11.899999999999999,0.77,10.620000000000001,2.5700000000000003,2.54,0.16,0.7000000000000001,2.4,0.13,1.49,2.4
February 2015,0.54,0.33999999999999997,7.969999999999999,9.25,0.32,0.15,0.58,0.22999999999999998,0.45999999999999996,0.33999999999999997,25.31,7.33,0.19,0,0.53,3.0700000000000003,6.18,1.38,11.74,0.76,10.76,2.67,2.5100000000000002,0.15,0.7100000000000001,2.4899999999999998,0.12,1.47,2.45
March 2015,0.53,0.33,7.91,9.24,0.32,0.13,0.5599999999999999,0.21,0.44999999999999996,0.35000000000000003,25.35,7.2700000000000005,0.16,0,0.51,3.18,6.1,1.35,11.709999999999999,0.75,11.03,2.68,2.5,0.13999999999999999,0.73,2.59,0.11,1.4500000000000002,2.37
April 2015,0.5499999999999999,0.35000000000000003,7.8,9.13,0.35000000000000003,0.11,0.58,0.21,0.47000000000000003,0.36,25.169999999999998,7.33,0.16,0,0.5499999999999999,3.2099999999999995,5.949999999999999,1.31,11.67,0.76,11.06,2.77,2.55,0.16,0.79,2.65,0.11,1.5,2.3800000000000003
May 2015,0.5599999999999999,0.33,7.630000000000001,9.25,0.33999999999999997,0.1,0.59,0.21,0.48,0.35000000000000003,25.169999999999998,7.41,0.16,0,0.54,3.2,5.7700000000000005,1.34,11.76,0.74,11.08,2.79,2.59,0.16999999999999998,0.8099999999999999,2.63,0.13999999999999999,1.51,2.35
June 2015,0.53,0.3,7.61,9.39,0.31,0.1,0.58,0.22999999999999998,0.47000000000000003,0.35000000000000003,25.169999999999998,7.449999999999999,0.15,0,0.53,3.19,5.7,1.35,11.75,0.75,11.129999999999999,2.83,2.6100000000000003,0.18,0.8099999999999999,2.64,0.15,1.52,2.23
July 2015,0.51,0.3,7.5600000000000005,9.45,0.32,0.09,0.5700000000000001,0.22999999999999998,0.45999999999999996,0.33,25.240000000000002,7.41,0.13999999999999999,0,0.52,3.08,5.65,1.34,11.75,0.8,11.25,2.85,2.59,0.16999999999999998,0.8099999999999999,2.7,0.16999999999999998,1.53,2.16
August 2015,0.5499999999999999,0.31,7.57,9.33,0.33999999999999997,0.1,0.5599999999999999,0.25,0.47000000000000003,0.31,25.1,7.470000000000001,0.16999999999999998,0,0.49,2.97,5.63,1.34,11.72,0.84,11.25,2.87,2.64,0.22,0.8699999999999999,2.74,0.21,1.58,2.11
September 2015,0.54,0.31,7.64,9.28,0.33999999999999997,0.11,0.5499999999999999,0.27,0.44999999999999996,0.29,25.25,7.430000000000001,0.18,0,0.48,2.87,5.609999999999999,1.31,11.62,0.8200000000000001,11.37,2.86,2.63,0.24,0.89,2.78,0.22999999999999998,1.59,2.04
October 2015,0.5599999999999999,0.29,7.66,9.21,0.32,0.11,0.54,0.27,0.44999999999999996,0.29,25.319999999999997,7.470000000000001,0.18,0,0.48,2.77,5.62,1.3,11.5,0.8099999999999999,11.469999999999999,2.8899999999999997,2.63,0.25,0.8999999999999999,2.9000000000000004,0.24,1.59,1.9900000000000002
November 2015,0.53,0.32,7.7,9.1,0.33999999999999997,0.13999999999999999,0.52,0.29,0.44,0.31,25.2,7.35,0.21,0,0.51,2.77,5.56,1.3,11.24,0.8200000000000001,11.600000000000001,2.97,2.6100000000000003,0.27999999999999997,0.9400000000000001,3.05,0.27,1.6099999999999999,2.01
December 2015,0.54,0.32,7.71,9.049999999999999,0.33,0.13999999999999999,0.5,0.27,0.44,0.29,25.14,7.4399999999999995,0.21,0,0.49,2.81,5.510000000000001,1.21,11.23,0.79,11.83,2.9899999999999998,2.56,0.27,0.96,3.1,0.3,1.6,1.97
January 2016,0.51,0.33,7.829999999999999,8.93,0.32,0.13999999999999999,0.51,0.29,0.4,0.3,25.069999999999997,7.6,0.21,0,0.49,2.87,5.54,1.2,11.07,0.74,11.899999999999999,3.04,2.5,0.27,1,3.1,0.32,1.59,1.9300000000000002
February 2016,0.47000000000000003,0.33999999999999997,7.8,8.99,0.29,0.12,0.47000000000000003,0.29,0.37,0.32,24.87,7.6,0.2,0,0.51,2.94,5.56,1.17,11.020000000000001,0.66,12.25,3.06,2.46,0.25,0.96,3.2300000000000004,0.33999999999999997,1.54,1.9
March 2016,0.44999999999999996,0.33999999999999997,7.6499999999999995,8.97,0.29,0.11,0.45999999999999996,0.3,0.37,0.33999999999999997,24.54,7.71,0.19,0.03,0.54,2.97,5.52,1.1400000000000001,11.03,0.66,12.53,3.15,2.42,0.25,0.96,3.27,0.38,1.52,1.9
April 2016,0.42,0.38,7.53,8.95,0.32,0.1,0.44999999999999996,0.33999999999999997,0.38,0.33999999999999997,24.33,7.6899999999999995,0.21,0.03,0.52,3.06,5.489999999999999,1.11,11.020000000000001,0.65,12.7,3.2300000000000004,2.3800000000000003,0.27,0.9900000000000001,3.3099999999999996,0.44999999999999996,1.51,1.8599999999999999
May 2016,0.41000000000000003,0.38999999999999996,7.5,9,0.31,0.06999999999999999,0.44,0.37,0.38,0.33,24.25,7.6899999999999995,0.16999999999999998,0.03,0.53,3.04,5.46,1.06,11.09,0.63,12.83,3.27,2.37,0.24,0.97,3.42,0.5,1.46,1.79
June 2016,0.41000000000000003,0.41000000000000003,7.3999999999999995,9,0.35000000000000003,0.06999999999999999,0.42,0.4,0.38,0.33999999999999997,23.97,7.720000000000001,0.16999999999999998,0.04,0.58,2.93,5.489999999999999,1.06,11.01,0.64,13.170000000000002,3.3000000000000003,2.3,0.27999999999999997,1.01,3.4099999999999997,0.61,1.41,1.71
July 2016,0.44,0.43,7.31,9.049999999999999,0.35000000000000003,0.06,0.38999999999999996,0.44,0.4,0.33,23.64,7.6499999999999995,0.15,0.06999999999999999,0.58,2.88,5.38,1.05,10.870000000000001,0.67,13.5,3.4000000000000004,2.32,0.29,1.06,3.4799999999999995,0.7000000000000001,1.41,1.69
August 2016,0.42,0.44999999999999996,7.2700000000000005,9.08,0.37,0.06999999999999999,0.41000000000000003,0.44,0.43,0.32,23.66,7.61,0.16,0.08,0.59,2.79,5.3,1,10.74,0.7000000000000001,13.669999999999998,3.42,2.32,0.3,1.0999999999999999,3.46,0.7799999999999999,1.41,1.66
September 2016,0.42,0.52,7.2700000000000005,9.049999999999999,0.37,0.09,0.4,0.45999999999999996,0.43,0.33999999999999997,23.549999999999997,7.61,0.19,0.06,0.5599999999999999,2.7199999999999998,5.26,1.03,10.620000000000001,0.72,13.819999999999999,3.4000000000000004,2.29,0.32,1.11,3.53,0.84,1.41,1.6
October 2016,0.44,0.53,7.290000000000001,8.99,0.33999999999999997,0.09,0.4,0.43,0.44,0.33999999999999997,23.380000000000003,7.630000000000001,0.18,0.06,0.59,2.67,5.25,1.0699999999999998,10.41,0.75,14.069999999999999,3.45,2.2800000000000002,0.31,1.1400000000000001,3.51,0.9400000000000001,1.43,1.6
November 2016,0.45999999999999996,0.53,7.430000000000001,8.76,0.33,0.11,0.38999999999999996,0.42,0.44,0.33999999999999997,23.06,7.82,0.22,0.08,0.5700000000000001,2.67,5.24,1.05,10.22,0.77,14.499999999999998,3.4799999999999995,2.22,0.32,1.17,3.4000000000000004,0.9900000000000001,1.44,1.59
December 2016,0.44,0.53,7.61,8.649999999999999,0.27999999999999997,0.09,0.35000000000000003,0.41000000000000003,0.42,0.32,23.09,7.93,0.22,0.08,0.5,2.69,5.1,0.98,10.12,0.75,14.85,3.52,2.18,0.29,1.0999999999999999,3.51,0.96,1.4200000000000002,1.59
January 2017,0.42,0.52,7.51,8.59,0.27,0.1,0.35000000000000003,0.38999999999999996,0.43,0.31,22.919999999999998,8.04,0.25,0.06999999999999999,0.49,2.67,5.140000000000001,0.9400000000000001,10.09,0.7799999999999999,15.21,3.52,2.17,0.29,1.08,3.4799999999999995,1.01,1.39,1.58
February 2017,0.48,0.51,7.57,8.459999999999999,0.27999999999999997,0.12,0.35000000000000003,0.44,0.44999999999999996,0.33,22.53,8.03,0.22999999999999998,0.09,0.47000000000000003,2.75,5,0.9199999999999999,9.969999999999999,0.7799999999999999,15.57,3.61,2.1399999999999997,0.3,1.0999999999999999,3.5000000000000004,1.05,1.4000000000000001,1.58
March 2017,0.49,0.5,7.46,8.39,0.31,0.11,0.35000000000000003,0.45999999999999996,0.45999999999999996,0.32,22.36,8.110000000000001,0.2,0.1,0.48,2.75,4.82,0.86,9.85,0.8,16.06,3.7199999999999998,2.09,0.33,1.16,3.5000000000000004,1.0999999999999999,1.35,1.53
April 2017,0.5,0.49,7.41,8.4,0.33999999999999997,0.12,0.36,0.52,0.47000000000000003,0.32,22.11,8.219999999999999,0.21,0.1,0.49,2.7,4.67,0.79,9.82,0.7799999999999999,16.439999999999998,3.81,2.03,0.35000000000000003,1.18,3.44,1.11,1.31,1.5
